papa-johns,"http://www.papajohns.com"
kosair-charities,"http://kosair.org/"
astrazeneca,"http://www.astrazeneca.com"
kindred-healthcare,"http://www.kindredhealthcare.com/"
onco-360-oncology-pharmacy,"http://www.onco360.com/"
